"","date","ws","wd"
"1302",2009-02-24 05:00:00,2.36,327
"1303",2009-02-24 06:00:00,1.76,NA
"1304",2009-02-24 07:00:00,0,0
"1305",2009-02-24 08:00:00,1.76,41
"1306",2009-02-24 09:00:00,1.76,132
"1307",2009-02-24 10:00:00,1.76,220
"1308",2009-02-24 11:00:00,2.86,189
"1309",2009-02-24 12:00:00,3.36,191
"1310",2009-02-24 13:00:00,3.36,205
"1311",2009-02-24 14:00:00,4.36,215
"1312",2009-02-24 15:00:00,4.86,233
"1313",2009-02-24 16:00:00,2.86,262
"1314",2009-02-24 17:00:00,2.36,274
"1315",2009-02-24 18:00:00,0,0
"1316",2009-02-24 19:00:00,0,0
"1317",2009-02-24 20:00:00,3.36,191
"1318",2009-02-24 21:00:00,2.86,185
"1319",2009-02-24 22:00:00,2.36,187
"1320",2009-02-24 23:00:00,2.86,207
"1321",2009-02-25 00:00:00,2.36,184
"1322",2009-02-25 01:00:00,2.36,265
"1323",2009-02-25 02:00:00,1.76,228
"1324",2009-02-25 03:00:00,2.86,207
"1325",2009-02-25 04:00:00,2.86,195
"1326",2009-02-25 05:00:00,2.36,183
"1327",2009-02-25 06:00:00,0,0
"1328",2009-02-25 07:00:00,2.86,163
"1329",2009-02-25 08:00:00,3.36,202
"1330",2009-02-25 09:00:00,3.86,196
"1331",2009-02-25 10:00:00,4.36,233
"1332",2009-02-25 11:00:00,4.36,206
"1333",2009-02-25 12:00:00,4.36,216
"1334",2009-02-25 13:00:00,6.46,230
"1335",2009-02-25 14:00:00,5.36,215
"1336",2009-02-25 15:00:00,5.96,221
"1337",2009-02-25 16:00:00,5.96,218
"1338",2009-02-25 17:00:00,4.36,221
"1339",2009-02-25 18:00:00,4.86,218
"1340",2009-02-25 19:00:00,2.86,NA
"1341",2009-02-25 20:00:00,4.86,220
"1342",2009-02-25 21:00:00,6.46,216
"1343",2009-02-25 22:00:00,3.86,214
"1344",2009-02-25 23:00:00,3.36,204
"1345",2009-02-26 00:00:00,1.76,171
"1346",2009-02-26 01:00:00,2.86,188
"1347",2009-02-26 02:00:00,3.86,190
"1348",2009-02-26 03:00:00,5.36,202
"1349",2009-02-26 04:00:00,2.86,NA
"1350",2009-02-26 05:00:00,2.86,160
"1351",2009-02-26 06:00:00,2.36,143
"1352",2009-02-26 07:00:00,3.36,142
"1353",2009-02-26 08:00:00,4.86,229
"1354",2009-02-26 09:00:00,5.36,221
"1355",2009-02-26 10:00:00,4.86,210
"1356",2009-02-26 11:00:00,3.36,220
"1357",2009-02-26 12:00:00,3.36,248
"1358",2009-02-26 13:00:00,4.36,211
"1359",2009-02-26 14:00:00,3.86,246
"1360",2009-02-26 15:00:00,5.36,252
"1361",2009-02-26 16:00:00,5.96,237
"1362",2009-02-26 17:00:00,6.46,234
"1363",2009-02-26 18:00:00,2.36,233
"1364",2009-02-26 19:00:00,3.86,234
"1365",2009-02-26 20:00:00,0,0
"1366",2009-02-26 21:00:00,2.86,251
"1367",2009-02-26 22:00:00,3.36,225
"1368",2009-02-26 23:00:00,2.36,204
"1369",2009-02-27 00:00:00,0,0
"1370",2009-02-27 01:00:00,0,0
"1371",2009-02-27 02:00:00,0,0
"1372",2009-02-27 03:00:00,0,0
"1373",2009-02-27 04:00:00,1.76,245
"1374",2009-02-27 05:00:00,0,0
"1375",2009-02-27 06:00:00,0,0
"1376",2009-02-27 07:00:00,0,0
"1377",2009-02-27 08:00:00,0,0
"1378",2009-02-27 09:00:00,1.76,NA
"1379",2009-02-27 10:00:00,2.86,NA
"1380",2009-02-27 11:00:00,2.86,359
"1381",2009-02-27 12:00:00,1.76,NA
"1382",2009-02-27 13:00:00,1.76,NA
"1383",2009-02-27 14:00:00,0,0
"1384",2009-02-27 15:00:00,2.36,55
"1385",2009-02-27 16:00:00,1.76,86
"1386",2009-02-27 17:00:00,2.86,121
"1387",2009-02-27 18:00:00,0,0
"1388",2009-02-27 19:00:00,0,0
"1389",2009-02-27 20:00:00,2.36,296
"1390",2009-02-27 21:00:00,0,0
"1391",2009-02-27 22:00:00,0,0
"1392",2009-02-27 23:00:00,0,0
"1393",2009-02-28 00:00:00,0,0
"1394",2009-02-28 01:00:00,0,0
"1395",2009-02-28 02:00:00,0,0
"1396",2009-02-28 03:00:00,2.36,337
"1397",2009-02-28 04:00:00,1.76,20
"1398",2009-02-28 05:00:00,0,0
"1399",2009-02-28 06:00:00,3.36,356
"1400",2009-02-28 07:00:00,2.86,350
"1401",2009-02-28 08:00:00,2.36,NA
"1402",2009-02-28 09:00:00,2.86,6
"1403",2009-02-28 10:00:00,3.36,359
"1404",2009-02-28 11:00:00,2.86,19
"1405",2009-02-28 12:00:00,2.36,10
"1406",2009-02-28 13:00:00,1.76,NA
"1407",2009-02-28 14:00:00,1.76,NA
"1408",2009-02-28 15:00:00,0,0
"1409",2009-02-28 16:00:00,0,0
"1410",2009-02-28 17:00:00,0,0
"1411",2009-02-28 18:00:00,2.36,337
"1412",2009-02-28 19:00:00,0,0
"1413",2009-02-28 20:00:00,0,0
"1414",2009-02-28 21:00:00,0,0
"1415",2009-02-28 22:00:00,NA,NA
"1416",2009-02-28 23:00:00,2.36,345
"1417",2009-03-01 00:00:00,0,0
"1418",2009-03-01 01:00:00,0,0
"1419",2009-03-01 02:00:00,3.86,348
"1420",2009-03-01 03:00:00,4.86,317
"1421",2009-03-01 04:00:00,2.36,34
"1422",2009-03-01 05:00:00,3.86,358
"1423",2009-03-01 06:00:00,1.76,55
"1424",2009-03-01 07:00:00,0,0
"1425",2009-03-01 08:00:00,0,0
"1426",2009-03-01 09:00:00,2.36,314
"1427",2009-03-01 10:00:00,0,0
"1428",2009-03-01 11:00:00,0,0
"1429",2009-03-01 12:00:00,1.76,185
"1430",2009-03-01 13:00:00,2.36,145
"1431",2009-03-01 14:00:00,2.86,184
"1432",2009-03-01 15:00:00,NA,NA
"1433",2009-03-01 16:00:00,3.36,151
"1434",2009-03-01 17:00:00,4.36,195
"1435",2009-03-01 18:00:00,3.36,169
"1436",2009-03-01 19:00:00,5.36,169
"1437",2009-03-01 20:00:00,3.86,179
"1438",2009-03-01 21:00:00,3.86,169
"1439",2009-03-01 22:00:00,2.36,203
"1440",2009-03-01 23:00:00,2.36,220
