"","date","ws","wd"
"662",2009-01-28 13:00:00,0,0
"663",2009-01-28 14:00:00,2.36,321
"664",2009-01-28 15:00:00,0,0
"665",2009-01-28 16:00:00,0,0
"666",2009-01-28 17:00:00,0,0
"667",2009-01-28 18:00:00,0,0
"668",2009-01-28 19:00:00,0,0
"669",2009-01-28 20:00:00,0,0
"670",2009-01-28 21:00:00,3.36,351
"671",2009-01-28 22:00:00,5.36,358
"672",2009-01-28 23:00:00,4.86,8
"673",2009-01-29 00:00:00,3.36,17
"674",2009-01-29 01:00:00,3.86,22
"675",2009-01-29 02:00:00,3.36,25
"676",2009-01-29 03:00:00,3.36,51
"677",2009-01-29 04:00:00,1.76,NA
"678",2009-01-29 05:00:00,0,0
"679",2009-01-29 06:00:00,0,0
"680",2009-01-29 07:00:00,0,0
"681",2009-01-29 08:00:00,1.76,33
"682",2009-01-29 09:00:00,2.86,19
"683",2009-01-29 10:00:00,3.36,23
"684",2009-01-29 11:00:00,4.36,30
"685",2009-01-29 12:00:00,2.86,53
"686",2009-01-29 13:00:00,1.76,41
"687",2009-01-29 14:00:00,2.36,75
"688",2009-01-29 15:00:00,2.36,84
"689",2009-01-29 16:00:00,1.76,130
"690",2009-01-29 17:00:00,1.76,157
"691",2009-01-29 18:00:00,1.76,253
"692",2009-01-29 19:00:00,0,0
"693",2009-01-29 20:00:00,0,0
"694",2009-01-29 21:00:00,0,0
"695",2009-01-29 22:00:00,0,0
"696",2009-01-29 23:00:00,0,0
"697",2009-01-30 00:00:00,0,0
"698",2009-01-30 01:00:00,0,0
"699",2009-01-30 02:00:00,0,0
"700",2009-01-30 03:00:00,0,0
"701",2009-01-30 04:00:00,0,0
"702",2009-01-30 05:00:00,0,0
"703",2009-01-30 06:00:00,1.76,252
"704",2009-01-30 07:00:00,0,0
"705",2009-01-30 08:00:00,0,0
"706",2009-01-30 09:00:00,1.76,102
"707",2009-01-30 10:00:00,0,0
"708",2009-01-30 11:00:00,2.36,59
"709",2009-01-30 12:00:00,0,0
"710",2009-01-30 13:00:00,0,0
"711",2009-01-30 14:00:00,0,0
"712",2009-01-30 15:00:00,0,0
"713",2009-01-30 16:00:00,2.86,142
"714",2009-01-30 17:00:00,0,0
"715",2009-01-30 18:00:00,0,0
"716",2009-01-30 19:00:00,0,0
"717",2009-01-30 20:00:00,0,0
"718",2009-01-30 21:00:00,0,0
"719",2009-01-30 22:00:00,0,0
"720",2009-01-30 23:00:00,0,0
"721",2009-01-31 00:00:00,0,0
"722",2009-01-31 01:00:00,0,0
"723",2009-01-31 02:00:00,0,0
"724",2009-01-31 03:00:00,0,0
"725",2009-01-31 04:00:00,1.76,253
"726",2009-01-31 05:00:00,1.76,237
"727",2009-01-31 06:00:00,0,0
"728",2009-01-31 07:00:00,0,0
"729",2009-01-31 08:00:00,1.76,196
"730",2009-01-31 09:00:00,0,0
"731",2009-01-31 10:00:00,0,0
"732",2009-01-31 11:00:00,1.76,NA
"733",2009-01-31 12:00:00,0,0
"734",2009-01-31 13:00:00,2.36,174
"735",2009-01-31 14:00:00,2.36,189
"736",2009-01-31 15:00:00,0,0
"737",2009-01-31 16:00:00,2.36,148
"738",2009-01-31 17:00:00,0,0
"739",2009-01-31 18:00:00,0,0
"740",2009-01-31 19:00:00,0,0
"741",2009-01-31 20:00:00,0,0
"742",2009-01-31 21:00:00,0,0
"743",2009-01-31 22:00:00,1.76,306
"744",2009-01-31 23:00:00,0,0
"745",2009-02-01 00:00:00,1.76,13
"746",2009-02-01 01:00:00,2.36,8
"747",2009-02-01 02:00:00,1.76,7
"748",2009-02-01 03:00:00,3.36,359
"749",2009-02-01 04:00:00,4.86,347
"750",2009-02-01 05:00:00,6.46,356
"751",2009-02-01 06:00:00,2.86,9
"752",2009-02-01 07:00:00,1.76,26
"753",2009-02-01 08:00:00,3.36,10
"754",2009-02-01 09:00:00,3.86,14
"755",2009-02-01 10:00:00,4.36,6
"756",2009-02-01 11:00:00,3.86,16
"757",2009-02-01 12:00:00,3.36,24
"758",2009-02-01 13:00:00,3.86,9
"759",2009-02-01 14:00:00,3.86,16
"760",2009-02-01 15:00:00,1.76,46
"761",2009-02-01 16:00:00,3.36,158
"762",2009-02-01 17:00:00,0,0
"763",2009-02-01 18:00:00,0,0
"764",2009-02-01 19:00:00,2.36,229
"765",2009-02-01 20:00:00,1.76,245
"766",2009-02-01 21:00:00,0,0
"767",2009-02-01 22:00:00,0,0
"768",2009-02-01 23:00:00,0,0
"769",2009-02-02 00:00:00,0,0
"770",2009-02-02 01:00:00,1.76,325
"771",2009-02-02 02:00:00,2.86,113
"772",2009-02-02 03:00:00,0,0
"773",2009-02-02 04:00:00,0,0
"774",2009-02-02 05:00:00,0,0
"775",2009-02-02 06:00:00,0,0
"776",2009-02-02 07:00:00,0,0
"777",2009-02-02 08:00:00,1.76,45
"778",2009-02-02 09:00:00,2.36,16
"779",2009-02-02 10:00:00,0,0
"780",2009-02-02 11:00:00,2.36,NA
"781",2009-02-02 12:00:00,2.86,53
"782",2009-02-02 13:00:00,2.86,NA
"783",2009-02-02 14:00:00,2.36,32
"784",2009-02-02 15:00:00,0,0
"785",2009-02-02 16:00:00,0,0
"786",2009-02-02 17:00:00,0,0
"787",2009-02-02 18:00:00,1.76,248
"788",2009-02-02 19:00:00,0,0
"789",2009-02-02 20:00:00,0,0
"790",2009-02-02 21:00:00,0,0
"791",2009-02-02 22:00:00,0,0
"792",2009-02-02 23:00:00,0,0
"793",2009-02-03 00:00:00,0,0
"794",2009-02-03 01:00:00,0,0
"795",2009-02-03 02:00:00,0,0
"796",2009-02-03 03:00:00,0,0
"797",2009-02-03 04:00:00,0,0
"798",2009-02-03 05:00:00,0,0
"799",2009-02-03 06:00:00,0,0
"800",2009-02-03 07:00:00,0,0
"801",2009-02-03 08:00:00,1.76,4
"802",2009-02-03 09:00:00,2.36,23
"803",2009-02-03 10:00:00,2.86,35
"804",2009-02-03 11:00:00,3.36,360
"805",2009-02-03 12:00:00,2.86,18
"806",2009-02-03 13:00:00,3.86,28
"807",2009-02-03 14:00:00,2.36,NA
"808",2009-02-03 15:00:00,1.76,NA
"809",2009-02-03 16:00:00,0,0
"810",2009-02-03 17:00:00,0,0
"811",2009-02-03 18:00:00,0,0
"812",2009-02-03 19:00:00,0,0
"813",2009-02-03 20:00:00,0,0
"814",2009-02-03 21:00:00,0,0
"815",2009-02-03 22:00:00,0,0
"816",2009-02-03 23:00:00,0,0
"817",2009-02-04 00:00:00,0,0
"818",2009-02-04 01:00:00,0,0
"819",2009-02-04 02:00:00,0,0
"820",2009-02-04 03:00:00,0,0
"821",2009-02-04 04:00:00,0,0
"822",2009-02-04 05:00:00,0,0
"823",2009-02-04 06:00:00,0,0
"824",2009-02-04 07:00:00,0,0
"825",2009-02-04 08:00:00,0,0
"826",2009-02-04 09:00:00,2.36,16
"827",2009-02-04 10:00:00,2.36,25
"828",2009-02-04 11:00:00,2.36,33
"829",2009-02-04 12:00:00,1.76,33
"830",2009-02-04 13:00:00,0,0
"831",2009-02-04 14:00:00,1.76,35
"832",2009-02-04 15:00:00,1.76,32
"833",2009-02-04 16:00:00,0,0
"834",2009-02-04 17:00:00,1.76,332
"835",2009-02-04 18:00:00,0,0
"836",2009-02-04 19:00:00,0,0
"837",2009-02-04 20:00:00,2.86,226
"838",2009-02-04 21:00:00,1.76,214
"839",2009-02-04 22:00:00,2.86,242
"840",2009-02-04 23:00:00,2.36,238
"841",2009-02-05 00:00:00,4.86,206
"842",2009-02-05 01:00:00,4.86,219
"843",2009-02-05 02:00:00,3.86,212
"844",2009-02-05 03:00:00,2.86,202
"845",2009-02-05 04:00:00,3.36,209
"846",2009-02-05 05:00:00,3.36,196
"847",2009-02-05 06:00:00,1.76,179
"848",2009-02-05 07:00:00,4.36,208
"849",2009-02-05 08:00:00,2.36,160
"850",2009-02-05 09:00:00,3.36,195
"851",2009-02-05 10:00:00,1.76,212
"852",2009-02-05 11:00:00,3.36,172
"853",2009-02-05 12:00:00,5.36,165
"854",2009-02-05 13:00:00,5.96,156
"855",2009-02-05 14:00:00,4.36,144
"856",2009-02-05 15:00:00,2.36,175
"857",2009-02-05 16:00:00,2.86,263
"858",2009-02-05 17:00:00,0,0
"859",2009-02-05 18:00:00,1.76,145
"860",2009-02-05 19:00:00,1.76,172
"861",2009-02-05 20:00:00,0,0
"862",2009-02-05 21:00:00,0,0
"863",2009-02-05 22:00:00,1.76,204
"864",2009-02-05 23:00:00,1.76,147
"865",2009-02-06 00:00:00,1.76,138
"866",2009-02-06 01:00:00,0,0
"867",2009-02-06 02:00:00,0,0
"868",2009-02-06 03:00:00,0,0
"869",2009-02-06 04:00:00,0,0
"870",2009-02-06 05:00:00,0,0
"871",2009-02-06 06:00:00,0,0
"872",2009-02-06 07:00:00,0,0
"873",2009-02-06 08:00:00,0,0
"874",2009-02-06 09:00:00,0,0
"875",2009-02-06 10:00:00,0,0
"876",2009-02-06 11:00:00,0,0
"877",2009-02-06 12:00:00,0,0
"878",2009-02-06 13:00:00,2.36,259
"879",2009-02-06 14:00:00,2.86,345
"880",2009-02-06 15:00:00,3.86,352
"881",2009-02-06 16:00:00,3.36,352
"882",2009-02-06 17:00:00,3.36,352
"883",2009-02-06 18:00:00,3.36,348
"884",2009-02-06 19:00:00,3.86,351
"885",2009-02-06 20:00:00,2.36,359
"886",2009-02-06 21:00:00,2.86,102
"887",2009-02-06 22:00:00,0,0
"888",2009-02-06 23:00:00,0,0
"889",2009-02-07 00:00:00,2.36,288
"890",2009-02-07 01:00:00,0,0
"891",2009-02-07 02:00:00,0,0
"892",2009-02-07 03:00:00,0,0
"893",2009-02-07 04:00:00,0,0
"894",2009-02-07 05:00:00,0,0
"895",2009-02-07 06:00:00,0,0
"896",2009-02-07 07:00:00,0,0
"897",2009-02-07 08:00:00,2.36,4
"898",2009-02-07 09:00:00,3.86,343
"899",2009-02-07 10:00:00,0,0
"900",2009-02-07 11:00:00,1.76,NA
"901",2009-02-07 12:00:00,4.36,2
"902",2009-02-07 13:00:00,4.36,10
"903",2009-02-07 14:00:00,6.46,1
"904",2009-02-07 15:00:00,5.36,351
"905",2009-02-07 16:00:00,3.86,344
"906",2009-02-07 17:00:00,0,0
"907",2009-02-07 18:00:00,3.86,328
"908",2009-02-07 19:00:00,3.36,335
"909",2009-02-07 20:00:00,3.36,80
"910",2009-02-07 21:00:00,3.36,5
"911",2009-02-07 22:00:00,2.36,353
"912",2009-02-07 23:00:00,3.86,164
"913",2009-02-08 00:00:00,1.76,240
"914",2009-02-08 01:00:00,0,0
"915",2009-02-08 02:00:00,0,0
"916",2009-02-08 03:00:00,0,0
"917",2009-02-08 04:00:00,0,0
"918",2009-02-08 05:00:00,0,0
"919",2009-02-08 06:00:00,3.86,211
"920",2009-02-08 07:00:00,3.86,225
"921",2009-02-08 08:00:00,4.36,211
"922",2009-02-08 09:00:00,5.36,214
"923",2009-02-08 10:00:00,6.46,216
"924",2009-02-08 11:00:00,6.96,213
"925",2009-02-08 12:00:00,5.36,214
"926",2009-02-08 13:00:00,3.86,222
"927",2009-02-08 14:00:00,6.96,212
"928",2009-02-08 15:00:00,7.96,223
"929",2009-02-08 16:00:00,6.96,208
"930",2009-02-08 17:00:00,3.86,219
"931",2009-02-08 18:00:00,5.96,225
"932",2009-02-08 19:00:00,4.36,207
"933",2009-02-08 20:00:00,3.36,213
"934",2009-02-08 21:00:00,5.36,229
"935",2009-02-08 22:00:00,6.46,256
"936",2009-02-08 23:00:00,9.56,262
"937",2009-02-09 00:00:00,5.96,259
"938",2009-02-09 01:00:00,7.96,244
"939",2009-02-09 02:00:00,5.36,256
"940",2009-02-09 03:00:00,4.86,237
"941",2009-02-09 04:00:00,2.86,81
"942",2009-02-09 05:00:00,0,0
"943",2009-02-09 06:00:00,0,0
"944",2009-02-09 07:00:00,0,0
"945",2009-02-09 08:00:00,0,0
"946",2009-02-09 09:00:00,2.36,1
"947",2009-02-09 10:00:00,3.86,341
"948",2009-02-09 11:00:00,2.36,84
"949",2009-02-09 12:00:00,1.76,NA
"950",2009-02-09 13:00:00,0,0
"951",2009-02-09 14:00:00,1.76,NA
"952",2009-02-09 15:00:00,3.36,328
"953",2009-02-09 16:00:00,3.36,322
"954",2009-02-09 17:00:00,4.86,297
"955",2009-02-09 18:00:00,1.76,357
"956",2009-02-09 19:00:00,2.36,339
"957",2009-02-09 20:00:00,4.36,316
"958",2009-02-09 21:00:00,0,0
"959",2009-02-09 22:00:00,0,0
"960",2009-02-09 23:00:00,0,0
"961",2009-02-10 00:00:00,0,0
"962",2009-02-10 01:00:00,0,0
"963",2009-02-10 02:00:00,0,0
"964",2009-02-10 03:00:00,0,0
"965",2009-02-10 04:00:00,0,0
"966",2009-02-10 05:00:00,0,0
"967",2009-02-10 06:00:00,0,0
"968",2009-02-10 07:00:00,0,0
"969",2009-02-10 08:00:00,0,0
"970",2009-02-10 09:00:00,0,0
"971",2009-02-10 10:00:00,3.36,181
"972",2009-02-10 11:00:00,2.36,192
"973",2009-02-10 12:00:00,2.86,184
"974",2009-02-10 13:00:00,4.86,199
"975",2009-02-10 14:00:00,6.46,233
"976",2009-02-10 15:00:00,4.86,215
"977",2009-02-10 16:00:00,5.36,208
"978",2009-02-10 17:00:00,4.86,204
"979",2009-02-10 18:00:00,4.36,190
"980",2009-02-10 19:00:00,NA,NA
"981",2009-02-10 20:00:00,3.36,155
"982",2009-02-10 21:00:00,2.36,154
"983",2009-02-10 22:00:00,2.36,167
"984",2009-02-10 23:00:00,0,0
"985",2009-02-11 00:00:00,2.86,86
"986",2009-02-11 01:00:00,0,0
"987",2009-02-11 02:00:00,1.76,174
"988",2009-02-11 03:00:00,1.76,102
"989",2009-02-11 04:00:00,0,0
"990",2009-02-11 05:00:00,0,0
"991",2009-02-11 06:00:00,2.86,183
"992",2009-02-11 07:00:00,2.36,168
"993",2009-02-11 08:00:00,2.36,163
"994",2009-02-11 09:00:00,2.86,185
"995",2009-02-11 10:00:00,3.36,191
"996",2009-02-11 11:00:00,2.36,211
"997",2009-02-11 12:00:00,1.76,118
"998",2009-02-11 13:00:00,4.36,262
"999",2009-02-11 14:00:00,3.86,225
"1000",2009-02-11 15:00:00,4.36,195
"1001",2009-02-11 16:00:00,5.96,234
"1002",2009-02-11 17:00:00,2.36,167
"1003",2009-02-11 18:00:00,2.86,171
"1004",2009-02-11 19:00:00,3.36,203
"1005",2009-02-11 20:00:00,2.86,161
"1006",2009-02-11 21:00:00,0,0
"1007",2009-02-11 22:00:00,2.86,166
"1008",2009-02-11 23:00:00,2.36,214
"1009",2009-02-12 00:00:00,0,0
"1010",2009-02-12 01:00:00,2.36,229
"1011",2009-02-12 02:00:00,0,0
"1012",2009-02-12 03:00:00,4.86,351
"1013",2009-02-12 04:00:00,1.76,359
"1014",2009-02-12 05:00:00,2.86,352
"1015",2009-02-12 06:00:00,0,0
"1016",2009-02-12 07:00:00,2.86,352
"1017",2009-02-12 08:00:00,3.36,336
"1018",2009-02-12 09:00:00,1.76,NA
"1019",2009-02-12 10:00:00,1.76,15
"1020",2009-02-12 11:00:00,2.36,27
"1021",2009-02-12 12:00:00,2.36,NA
"1022",2009-02-12 13:00:00,0,0
"1023",2009-02-12 14:00:00,2.36,138
"1024",2009-02-12 15:00:00,2.36,184
"1025",2009-02-12 16:00:00,0,0
"1026",2009-02-12 17:00:00,0,0
"1027",2009-02-12 18:00:00,2.36,195
"1028",2009-02-12 19:00:00,2.86,180
"1029",2009-02-12 20:00:00,3.36,182
"1030",2009-02-12 21:00:00,3.36,185
"1031",2009-02-12 22:00:00,3.86,178
"1032",2009-02-12 23:00:00,2.86,185
"1033",2009-02-13 00:00:00,2.86,184
"1034",2009-02-13 01:00:00,3.36,185
"1035",2009-02-13 02:00:00,3.36,149
"1036",2009-02-13 03:00:00,7.96,227
"1037",2009-02-13 04:00:00,3.36,94
"1038",2009-02-13 05:00:00,1.76,162
"1039",2009-02-13 06:00:00,0,0
"1040",2009-02-13 07:00:00,2.36,150
"1041",2009-02-13 08:00:00,2.36,219
"1042",2009-02-13 09:00:00,3.36,201
"1043",2009-02-13 10:00:00,3.36,194
"1044",2009-02-13 11:00:00,3.36,201
"1045",2009-02-13 12:00:00,3.36,189
"1046",2009-02-13 13:00:00,3.36,NA
"1047",2009-02-13 14:00:00,3.36,210
"1048",2009-02-13 15:00:00,NA,NA
"1049",2009-02-13 16:00:00,NA,NA
"1050",2009-02-13 17:00:00,4.86,195
"1051",2009-02-13 18:00:00,3.86,194
"1052",2009-02-13 19:00:00,4.36,186
"1053",2009-02-13 20:00:00,3.86,189
"1054",2009-02-13 21:00:00,4.36,209
"1055",2009-02-13 22:00:00,3.86,188
"1056",2009-02-13 23:00:00,2.86,176
"1057",2009-02-14 00:00:00,3.36,190
"1058",2009-02-14 01:00:00,3.36,172
"1059",2009-02-14 02:00:00,2.86,166
"1060",2009-02-14 03:00:00,2.36,146
"1061",2009-02-14 04:00:00,1.76,198
"1062",2009-02-14 05:00:00,1.76,105
"1063",2009-02-14 06:00:00,0,0
"1064",2009-02-14 07:00:00,1.76,174
"1065",2009-02-14 08:00:00,2.36,153
"1066",2009-02-14 09:00:00,3.86,153
"1067",2009-02-14 10:00:00,4.86,148
"1068",2009-02-14 11:00:00,4.36,174
"1069",2009-02-14 12:00:00,3.86,142
"1070",2009-02-14 13:00:00,4.86,147
"1071",2009-02-14 14:00:00,3.86,145
"1072",2009-02-14 15:00:00,4.86,163
"1073",2009-02-14 16:00:00,4.36,163
"1074",2009-02-14 17:00:00,3.36,176
"1075",2009-02-14 18:00:00,3.36,169
"1076",2009-02-14 19:00:00,3.86,177
"1077",2009-02-14 20:00:00,3.36,131
"1078",2009-02-14 21:00:00,2.86,158
"1079",2009-02-14 22:00:00,3.36,168
"1080",2009-02-14 23:00:00,6.46,153
"1081",2009-02-15 00:00:00,5.96,163
"1082",2009-02-15 01:00:00,5.96,152
"1083",2009-02-15 02:00:00,8.46,152
"1084",2009-02-15 03:00:00,6.96,150
"1085",2009-02-15 04:00:00,6.96,168
"1086",2009-02-15 05:00:00,8.46,147
"1087",2009-02-15 06:00:00,6.96,161
"1088",2009-02-15 07:00:00,7.46,164
"1089",2009-02-15 08:00:00,3.86,166
"1090",2009-02-15 09:00:00,5.96,158
"1091",2009-02-15 10:00:00,7.96,146
"1092",2009-02-15 11:00:00,7.96,145
"1093",2009-02-15 12:00:00,4.36,148
"1094",2009-02-15 13:00:00,5.36,142
"1095",2009-02-15 14:00:00,5.96,148
"1096",2009-02-15 15:00:00,3.36,166
"1097",2009-02-15 16:00:00,1.76,164
"1098",2009-02-15 17:00:00,3.86,186
"1099",2009-02-15 18:00:00,0,0
"1100",2009-02-15 19:00:00,0,0
"1101",2009-02-15 20:00:00,0,0
"1102",2009-02-15 21:00:00,0,0
"1103",2009-02-15 22:00:00,1.76,330
"1104",2009-02-15 23:00:00,0,0
"1105",2009-02-16 00:00:00,0,0
"1106",2009-02-16 01:00:00,2.86,351
"1107",2009-02-16 02:00:00,2.86,342
"1108",2009-02-16 03:00:00,1.76,114
"1109",2009-02-16 04:00:00,6.46,131
"1110",2009-02-16 05:00:00,6.46,129
"1111",2009-02-16 06:00:00,4.86,145
"1112",2009-02-16 07:00:00,5.96,150
"1113",2009-02-16 08:00:00,4.36,148
"1114",2009-02-16 09:00:00,3.86,164
"1115",2009-02-16 10:00:00,4.86,165
"1116",2009-02-16 11:00:00,5.96,212
"1117",2009-02-16 12:00:00,5.96,223
"1118",2009-02-16 13:00:00,4.36,215
"1119",2009-02-16 14:00:00,4.86,186
"1120",2009-02-16 15:00:00,3.36,190
"1121",2009-02-16 16:00:00,3.86,192
"1122",2009-02-16 17:00:00,4.86,169
"1123",2009-02-16 18:00:00,2.36,182
"1124",2009-02-16 19:00:00,2.86,154
"1125",2009-02-16 20:00:00,3.36,174
"1126",2009-02-16 21:00:00,2.86,159
"1127",2009-02-16 22:00:00,3.86,161
"1128",2009-02-16 23:00:00,4.36,144
"1129",2009-02-17 00:00:00,3.86,156
"1130",2009-02-17 01:00:00,4.86,152
"1131",2009-02-17 02:00:00,3.36,141
"1132",2009-02-17 03:00:00,5.96,144
"1133",2009-02-17 04:00:00,6.46,131
"1134",2009-02-17 05:00:00,6.96,137
"1135",2009-02-17 06:00:00,7.96,145
"1136",2009-02-17 07:00:00,5.96,141
"1137",2009-02-17 08:00:00,7.46,138
"1138",2009-02-17 09:00:00,7.96,161
"1139",2009-02-17 10:00:00,5.36,155
"1140",2009-02-17 11:00:00,7.96,154
"1141",2009-02-17 12:00:00,5.96,158
"1142",2009-02-17 13:00:00,2.86,154
"1143",2009-02-17 14:00:00,2.36,164
"1144",2009-02-17 15:00:00,4.86,162
"1145",2009-02-17 16:00:00,4.36,159
"1146",2009-02-17 17:00:00,4.36,139
"1147",2009-02-17 18:00:00,1.76,184
"1148",2009-02-17 19:00:00,1.76,198
"1149",2009-02-17 20:00:00,1.76,150
"1150",2009-02-17 21:00:00,0,0
"1151",2009-02-17 22:00:00,2.36,143
"1152",2009-02-17 23:00:00,0,0
"1153",2009-02-18 00:00:00,0,0
"1154",2009-02-18 01:00:00,0,0
"1155",2009-02-18 02:00:00,0,0
"1156",2009-02-18 03:00:00,0,0
"1157",2009-02-18 04:00:00,0,0
"1158",2009-02-18 05:00:00,2.36,350
"1159",2009-02-18 06:00:00,3.36,350
"1160",2009-02-18 07:00:00,3.86,354
"1161",2009-02-18 08:00:00,2.86,358
"1162",2009-02-18 09:00:00,3.86,348
"1163",2009-02-18 10:00:00,2.86,359
"1164",2009-02-18 11:00:00,1.76,7
"1165",2009-02-18 12:00:00,2.86,NA
"1166",2009-02-18 13:00:00,2.36,17
"1167",2009-02-18 14:00:00,2.86,21
"1168",2009-02-18 15:00:00,1.76,NA
"1169",2009-02-18 16:00:00,1.76,359
"1170",2009-02-18 17:00:00,2.36,3
"1171",2009-02-18 18:00:00,3.36,350
"1172",2009-02-18 19:00:00,3.36,354
"1173",2009-02-18 20:00:00,3.36,338
"1174",2009-02-18 21:00:00,3.36,353
"1175",2009-02-18 22:00:00,2.36,352
"1176",2009-02-18 23:00:00,2.86,345
"1177",2009-02-19 00:00:00,2.86,349
"1178",2009-02-19 01:00:00,3.36,339
"1179",2009-02-19 02:00:00,3.36,338
"1180",2009-02-19 03:00:00,2.86,346
"1181",2009-02-19 04:00:00,0,0
"1182",2009-02-19 05:00:00,0,0
"1183",2009-02-19 06:00:00,0,0
"1184",2009-02-19 07:00:00,0,0
"1185",2009-02-19 08:00:00,2.86,4
"1186",2009-02-19 09:00:00,2.86,NA
"1187",2009-02-19 10:00:00,2.86,20
"1188",2009-02-19 11:00:00,3.36,13
"1189",2009-02-19 12:00:00,1.76,NA
"1190",2009-02-19 13:00:00,1.76,NA
"1191",2009-02-19 14:00:00,0,0
"1192",2009-02-19 15:00:00,0,0
"1193",2009-02-19 16:00:00,0,0
"1194",2009-02-19 17:00:00,0,0
"1195",2009-02-19 18:00:00,0,0
"1196",2009-02-19 19:00:00,0,0
"1197",2009-02-19 20:00:00,0,0
"1198",2009-02-19 21:00:00,0,0
"1199",2009-02-19 22:00:00,0,0
"1200",2009-02-19 23:00:00,1.76,268
"1201",2009-02-20 00:00:00,0,0
"1202",2009-02-20 01:00:00,0,0
"1203",2009-02-20 02:00:00,0,0
"1204",2009-02-20 03:00:00,0,0
"1205",2009-02-20 04:00:00,2.36,348
"1206",2009-02-20 05:00:00,1.76,13
"1207",2009-02-20 06:00:00,0,0
"1208",2009-02-20 07:00:00,0,0
"1209",2009-02-20 08:00:00,0,0
"1210",2009-02-20 09:00:00,1.76,7
"1211",2009-02-20 10:00:00,2.86,13
"1212",2009-02-20 11:00:00,3.36,22
"1213",2009-02-20 12:00:00,3.36,8
"1214",2009-02-20 13:00:00,2.86,360
"1215",2009-02-20 14:00:00,2.36,NA
"1216",2009-02-20 15:00:00,1.76,16
"1217",2009-02-20 16:00:00,1.76,18
"1218",2009-02-20 17:00:00,0,0
"1219",2009-02-20 18:00:00,0,0
"1220",2009-02-20 19:00:00,0,0
"1221",2009-02-20 20:00:00,1.76,235
"1222",2009-02-20 21:00:00,1.76,236
"1223",2009-02-20 22:00:00,1.76,226
"1224",2009-02-20 23:00:00,1.76,230
"1225",2009-02-21 00:00:00,0,0
"1226",2009-02-21 01:00:00,0,0
"1227",2009-02-21 02:00:00,0,0
"1228",2009-02-21 03:00:00,0,0
"1229",2009-02-21 04:00:00,0,0
"1230",2009-02-21 05:00:00,0,0
"1231",2009-02-21 06:00:00,2.36,4
"1232",2009-02-21 07:00:00,1.76,66
"1233",2009-02-21 08:00:00,2.36,354
"1234",2009-02-21 09:00:00,1.76,6
"1235",2009-02-21 10:00:00,0,0
"1236",2009-02-21 11:00:00,1.76,NA
"1237",2009-02-21 12:00:00,2.36,111
"1238",2009-02-21 13:00:00,1.76,133
"1239",2009-02-21 14:00:00,2.36,118
"1240",2009-02-21 15:00:00,0,0
"1241",2009-02-21 16:00:00,0,0
"1242",2009-02-21 17:00:00,0,0
"1243",2009-02-21 18:00:00,3.36,162
"1244",2009-02-21 19:00:00,1.76,104
"1245",2009-02-21 20:00:00,1.76,59
"1246",2009-02-21 21:00:00,0,0
"1247",2009-02-21 22:00:00,0,0
"1248",2009-02-21 23:00:00,2.36,266
"1249",2009-02-22 00:00:00,0,0
"1250",2009-02-22 01:00:00,2.86,220
"1251",2009-02-22 02:00:00,2.36,130
"1252",2009-02-22 03:00:00,1.76,166
"1253",2009-02-22 04:00:00,1.76,174
"1254",2009-02-22 05:00:00,3.36,150
"1255",2009-02-22 06:00:00,5.36,155
"1256",2009-02-22 07:00:00,6.96,160
"1257",2009-02-22 08:00:00,6.96,154
"1258",2009-02-22 09:00:00,6.96,157
"1259",2009-02-22 10:00:00,6.46,154
"1260",2009-02-22 11:00:00,4.86,156
"1261",2009-02-22 12:00:00,5.36,169
"1262",2009-02-22 13:00:00,5.96,174
"1263",2009-02-22 14:00:00,5.36,174
"1264",2009-02-22 15:00:00,3.86,172
"1265",2009-02-22 16:00:00,2.86,183
"1266",2009-02-22 17:00:00,2.86,191
"1267",2009-02-22 18:00:00,2.36,208
"1268",2009-02-22 19:00:00,2.36,166
"1269",2009-02-22 20:00:00,2.86,186
"1270",2009-02-22 21:00:00,1.76,179
"1271",2009-02-22 22:00:00,1.76,195
"1272",2009-02-22 23:00:00,2.36,167
"1273",2009-02-23 00:00:00,2.36,226
"1274",2009-02-23 01:00:00,1.76,148
"1275",2009-02-23 02:00:00,0,0
"1276",2009-02-23 03:00:00,3.36,189
"1277",2009-02-23 04:00:00,1.76,181
"1278",2009-02-23 05:00:00,2.36,143
"1279",2009-02-23 06:00:00,2.36,115
"1280",2009-02-23 07:00:00,3.36,181
"1281",2009-02-23 08:00:00,2.86,172
"1282",2009-02-23 09:00:00,2.36,161
"1283",2009-02-23 10:00:00,4.86,189
"1284",2009-02-23 11:00:00,5.96,186
"1285",2009-02-23 12:00:00,7.46,186
"1286",2009-02-23 13:00:00,5.36,195
"1287",2009-02-23 14:00:00,4.86,206
"1288",2009-02-23 15:00:00,4.36,187
"1289",2009-02-23 16:00:00,4.36,176
"1290",2009-02-23 17:00:00,5.96,176
"1291",2009-02-23 18:00:00,4.86,165
"1292",2009-02-23 19:00:00,4.36,192
"1293",2009-02-23 20:00:00,4.86,192
"1294",2009-02-23 21:00:00,4.36,190
"1295",2009-02-23 22:00:00,2.86,208
"1296",2009-02-23 23:00:00,2.86,223
"1297",2009-02-24 00:00:00,3.36,243
"1298",2009-02-24 01:00:00,1.76,202
"1299",2009-02-24 02:00:00,2.86,192
"1300",2009-02-24 03:00:00,1.76,NA
"1301",2009-02-24 04:00:00,0,0
